human_gene_id,entrez_id,sysid_id,chromosome_location,gene_type_id,gene_symbol,gene_description,gene_synonyms,omim_id,ensembl_id,hprd_id,hgnc_id,hpsd,human_gene_remark
2252,3184,SysID_1791,4q21.22,1,HNRNPD,"heterogeneous nuclear ribonucleoprotein D","AUF1, AUF1A, HNRPD, P37, hnRNPD0",601324,ENSG00000138668,03206,5036,0,
2253,3790,SysID_1792,2p24.2,1,KCNS3,"potassium voltage-gated channel modifier subfamily S member 3",KV9.3,603888,ENSG00000170745,04865,6302,0,
2254,23185,SysID_1793,10p15.3,1,LARP4B,"La ribonucleoprotein 4B","KIAA0217, LARP5",616513,ENSG00000107929,13787,28987,0,
2255,123169,SysID_1794,15q21.2,1,LEO1,"LEO1 homolog, Paf1/RNA polymerase II complex component",RDL,610507,ENSG00000166477,11231,30401,0,
2256,9603,SysID_1795,7p15.2,1,NFE2L3,"nuclear factor, erythroid 2 like 3",NRF3,604135,ENSG00000050344,09162,7783,0,
2257,57649,SysID_1796,17q11.2,1,PHF12,"PHD finger protein 12",PF1,618645,ENSG00000109118,15123,20816,0,
2258,23469,SysID_1797,6q12,1,PHF3,"PHD finger protein 3",-,607789,ENSG00000118482,08477,8921,0,
2259,6154,SysID_1798,17p13.1,1,RPL26,"ribosomal protein L26","DBA11, L26",603704,ENSG00000161970,04746,10327,0,
2260,10253,SysID_1799,13q31.1,1,SPRY2,"sprouty RTK signaling antagonist 2","IGAN3, hSPRY2",602466,ENSG00000136158,03916,11270,0,
2261,23524,SysID_1800,16p13.3,1,SRRM2,"serine/arginine repetitive matrix 2","300-KD, CWF21, Cwc21, HSPC075, SRL300, SRm300",606032,ENSG00000167978,06913,16639,0,
2262,9295,SysID_1801,1p31.1,1,SRSF11,"serine and arginine rich splicing factor 11","NET2, SFRS11, dJ677H15.2, p54",602010,ENSG00000116754,03599,10782,0,
2263,6434,SysID_1802,3q27.2,1,TRA2B,"transformer 2 beta homolog","Htra2-beta, PPP1R156, SFRS10, SRFS10, TRA2-BETA, TRAN2B",602719,ENSG00000136527,04097,10781,0,
2264,7716,SysID_1803,17q22,1,VEZF1,"vascular endothelial zinc finger 1","DB1, ZNF161",606747,ENSG00000136451,08416,12949,0,
2265,83889,SysID_1804,19q13.13,1,WDR87,"WD repeat domain 87",NYD-SP11,NULL,ENSG00000171804,NULL,29934,0,
2266,253943,SysID_1805,8q12.3,1,YTHDF3,"YTH N6-methyladenosine RNA binding protein 3",DF3,618669,ENSG00000185728,08106,26465,0,
2267,51341,SysID_1806,19p13.3,1,ZBTB7A,"zinc finger and BTB domain containing 7A","FBI-1, FBI1, LRF, TIP21, ZBTB7, ZNF857A, pokemon",605878,ENSG00000178951,10433,18078,0,
2268,23013,SysID_1807,1p36.21-p36.13,1,SPEN,"spen family transcriptional repressor","HIAA0929, MINT, RBM15C, SHARP",613484,ENSG00000065526,10230,17575,0,
2269,43,SysID_1808,7q22.1,1,ACHE,"acetylcholinesterase (Cartwright blood group)","ACEE, ARACHE, N-ACHE, YT",100740,ENSG00000087085,00010,108,0,
2270,116986,SysID_1809,12q14.1,1,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","CENTG1, GGAP2, PIKE",605476,ENSG00000135439,05687,16921,1,
2271,192670,SysID_1810,1p34.3,1,AGO4,"argonaute RISC component 4",EIF2C4,607356,ENSG00000134698,09559,18424,0,
2272,89872,SysID_1811,1q21.3,1,AQP10,"aquaporin 10",AQPA_HUMAN,606578,ENSG00000143595,07361,16029,0,
2273,54980,SysID_1812,2p13.3,1,C2orf42,"chromosome 2 open reading frame 42",-,NULL,ENSG00000115998,07927,26056,0,
2274,164633,SysID_1813,22q12.2,1,CABP7,"calcium binding protein 7",CALN2,618759,ENSG00000100314,12995,20834,0,
2275,6650,SysID_1814,16p13.3,1,CAPN15,"calpain 15",SOLH,603267,ENSG00000103326,07220,11182,0,
2276,23332,SysID_1815,2q14.2-q14.3,1,CLASP1,"cytoplasmic linker associated protein 1",MAST1,605852,ENSG00000074054,09322,17088,1,
2277,1747,SysID_1816,17q21.33,1,DLX3,"distal-less homeobox 3","AI4, TDO",600525,ENSG00000064195,02752,2916,0,
2278,112398,SysID_1817,19q13.2,1,EGLN2,"egl-9 family hypoxia inducible factor 2","EIT-6, EIT6, HIF-PH1, HIFPH1, HPH-1, HPH-3, PHD1",606424,ENSG00000269858,06970,14660,0,
2279,22993,SysID_1818,5q32,1,HMGXB3,"HMG-box containing 3","HMGX3, SMF",NULL,ENSG00000113716,NULL,28982,0,
2280,5595,SysID_1819,16p11.2,1,MAPK3,"mitogen-activated protein kinase 3","ERK-1, ERK1, ERT2, HS44KDAP, HUMKER1A, P44ERK1, P44MAPK, PRKM3, p44-ERK1, p44-MAPK",601795,ENSG00000102882,03479,6877,1,
2281,22823,SysID_1820,1p22.1,1,MTF2,"metal response element binding transcription factor 2","M96, PCL2, TDRD19A, dJ976O13.2",609882,ENSG00000143033,14342,29535,0,
2282,4643,SysID_1821,15q22.2,1,MYO1E,"myosin IE","FSGS6, HuncM-IC, MYO1C",601479,ENSG00000157483,03281,7599,1,
2283,5087,SysID_1822,1q23.3,1,PBX1,"PBX homeobox 1",CAKUHED,176310,ENSG00000185630,08889,8632,0,
2284,153770,SysID_1823,5q32,1,PLAC8L1,"PLAC8 like 1",-,NULL,ENSG00000173261,18737,31746,0,
2285,126520,SysID_1824,19p13.3,1,PLK5,"polo like kinase 5 (inactive)","PLK-5, PLK5P, SgK384ps",NULL,ENSG00000185988,NULL,27001,0,
2286,5578,SysID_1825,17q24.2,1,PRKCA,"protein kinase C alpha","AAG6, PKC-alpha, PKCA, PKCI+/-, PKCalpha, PRKACA",176960,ENSG00000154229,01498,9393,1,
2287,8559,SysID_1826,10p13,1,PRPF18,"pre-mRNA processing factor 18","PRP18, hPrp18",604993,ENSG00000165630,05407,17351,0,
2288,389362,SysID_1827,6p25.2,1,PSMG4,"proteasome assembly chaperone 4","C6orf86, PAC4, bA506K6.2",617550,ENSG00000180822,NULL,21108,0,
2289,731220,SysID_1828,2q11.2,1,RFX8,"regulatory factor X8",-,NULL,ENSG00000196460,NULL,37253,0,
2290,23378,SysID_1829,11p15.4,1,RRP8,"ribosomal RNA processing 8","KIAA0409, NML",615818,ENSG00000132275,13800,29030,0,
2291,23451,SysID_1830,2q33.1,1,SF3B1,"splicing factor 3b subunit 1","Hsh155, MDS, PRP10, PRPF10, SAP155, SF3b155",605590,ENSG00000115524,09281,10768,0,
2292,388336,SysID_1831,17p12,1,SHISA6,"shisa family member 6",-,617327,ENSG00000188803,13507,34491,0,
2293,6602,SysID_1832,12q13.12,1,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","BAF60A, CRACD1, CSS11, Rsc6p",601735,ENSG00000066117,03438,11106,0,
2294,10302,SysID_1833,15q22.31,1,SNAPC5,"small nuclear RNA activating complex polypeptide 5",SNAP19,605979,ENSG00000174446,16183,15484,0,
2295,27131,SysID_1834,20p11.23,1,SNX5,"sorting nexin 5",-,605937,ENSG00000089006,10439,14969,1,
2296,55061,SysID_1835,1q41,1,SUSD4,"sushi domain containing 4",PRO222,615827,ENSG00000143502,07641,25470,0,
2297,130733,SysID_1836,2p22.1,1,TMEM178A,"transmembrane protein 178A",TMEM178,NULL,ENSG00000152154,14577,28517,0,
2298,57705,SysID_1837,10q11.23,1,WDFY4,"WDFY family member 4",C10orf64,613316,ENSG00000128815,NULL,29323,0,
2299,131616,SysID_1838,3p21.31,1,TMEM42,"transmembrane protein 42",-,NULL,ENSG00000169964,15540,28444,0,
2300,192669,SysID_1839,1p34.3,1,AGO3,"argonaute RISC catalytic component 3",EIF2C3,607355,ENSG00000126070,09558,18421,0,
2301,84923,SysID_1840,17q25.1,1,FAM104A,"family with sequence similarity 104 member A",-,NULL,ENSG00000133193,08602,25918,0,
2302,8334,SysID_1841,6p22.2,1,H2AC6,"H2A clustered histone 6","H2A/l, H2AFL, HIST1H2AC, dJ221C16.4",602794,ENSG00000180573,09104,4733,0,
2303,64895,SysID_1842,2p16.1,1,PAPOLG,"poly(A) polymerase gamma",-,616865,ENSG00000115421,11420,14982,0,
2304,5164,SysID_1843,17q21.33,1,PDK2,"pyruvate dehydrogenase kinase 2","PDHK2, PDKII",602525,ENSG00000005882,03955,8810,0,
2305,151011,SysID_1844,2q13,1,SEPTIN10,"septin 10",SEPT10,611737,ENSG00000186522,15325,14349,1,
2306,6781,SysID_1845,8p21.2,1,STC1,"stanniocalcin 1",STC,601185,ENSG00000159167,03115,11373,0,
2307,6844,SysID_1846,17p13.1,1,VAMP2,"vesicle associated membrane protein 2","NEDHAHM, SYB2, VAMP-2",185881,ENSG00000220205,01717,12643,1,
2308,70,SysID_1847,15q14,1,ACTC1,"actin alpha cardiac muscle 1","ACTC, ASD5, CMD1R, CMH11, LVNC4",102540,ENSG00000159251,00015,143,0,
2309,9093,SysID_1848,16p13.3,1,DNAJA3,"DnaJ heat shock protein family (Hsp40) member A3","HCA57, TID1, hTID-1",608382,ENSG00000103423,09758,11808,1,
2310,4848,SysID_1849,12q15,1,CNOT2,"CCR4-NOT transcription complex subunit 2","CDC36, HSPC131, IDNADFS, NOT2, NOT2H",604909,ENSG00000111596,05367,7878,0,
2311,5591,SysID_1850,8q11.21,1,PRKDC,"protein kinase, DNA-activated, catalytic subunit","DNA-PKC, DNA-PKcs, DNAPK, DNAPKc, DNPK1, HYRC, HYRC1, IMD26, XRCC7, p350",600899,ENSG00000253729,02941,9413,1,
2312,80222,SysID_1851,1q21.2,1,TARS2,"threonyl-tRNA synthetase 2, mitochondrial","COXPD21, TARSL1, thrRS",612805,ENSG00000143374,18148,30740,0,
2313,22906,SysID_1852,3p22.1,1,TRAK1,"trafficking kinesin protein 1","DEE68, EIEE68, MILT1, OIP106",608112,ENSG00000182606,09732,29947,0,
2314,54938,SysID_1853,19q13.2,1,SARS2,"seryl-tRNA synthetase 2, mitochondrial","SARS, SARSM, SERS, SYS, SerRS, SerRSmt, mtSerRS",612804,ENSG00000104835,15295,17697,0,
2315,1105,SysID_1854,5q15-q21.1,1,CHD1,"chromodomain helicase DNA binding protein 1","CHD-1, PILBOS",602118,ENSG00000153922,03668,1915,0,
2316,23019,SysID_1855,16q21,1,CNOT1,"CCR4-NOT transcription complex subunit 1","AD-005, CDC39, HPE12, NOT1, NOT1H, VIBOS",604917,ENSG00000125107,11999,7877,0,
2317,774,SysID_1856,9q34.3,1,CACNA1B,"calcium voltage-gated channel subunit alpha1 B","BIII, CACNL1A5, CACNN, Cav2.2, DYT23, NEDNEH",601012,ENSG00000148408,03005,1389,0,
2318,2239,SysID_1857,Xq26.2,1,GPC4,"glypican 4","K-glypican, KPTS",300168,ENSG00000076716,02160,4452,0,
2319,1436,SysID_1858,5q32,1,CSF1R,"colony stimulating factor 1 receptor","BANDDOS, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, HDLS, M-CSF-R",164770,ENSG00000182578,01269,2433,0,
2320,51780,SysID_1859,5q31.2,1,KDM3B,"lysine demethylase 3B","5qNCA, C5orf7, DIJOS, JMJD1B, NET22",609373,ENSG00000120733,11055,1337,0,
2321,317662,SysID_1860,10q22.2,1,FAM149B1,"family with sequence similarity 149 member B1","JBTS36, KIAA0974",618413,ENSG00000138286,NULL,29162,0,
2322,1024,SysID_1861,13q12.13,1,CDK8,"cyclin dependent kinase 8","IDDHBA, K35",603184,ENSG00000132964,04422,1779,0,
2323,833,SysID_1862,11p15.4,1,CARS1,"cysteinyl-tRNA synthetase 1","CARS, CYSRS, MCDDBH, MDBH, MGC:11246",123859,ENSG00000110619,00464,1493,0,
2324,7701,SysID_1863,2q35,1,ZNF142,"zinc finger protein 142","HA4654, NEDISHM, pHZ-49",604083,ENSG00000115568,04967,12927,0,
2325,10116,SysID_1864,15q23,1,FEM1B,"fem-1 homolog B","F1A-ALPHA, F1AA, FEM1-beta",613539,ENSG00000169018,16889,3649,0,
2326,7543,SysID_1865,Xp22.11,1,ZFX,"zinc finger protein X-linked",ZNF926,314980,ENSG00000005889,02445,12869,0,
2327,54681,SysID_1866,3p21.31|3p21.3,1,P4HTM,"prolyl 4-hydroxylase, transmembrane","EGLN4, HIDEA, HIFPH4, P4H-TM, PH-4, PH4, PHD4",614584,ENSG00000178467,17842,28858,0,
2328,10615,SysID_1867,17q11.2,1,SPAG5,"sperm associated antigen 5","DEEPEST, MAP126, hMAP126",615562,ENSG00000076382,10246,13452,0,
2329,283643,SysID_1868,14q32.33,1,TEDC1,"tubulin epsilon and delta complex 1",C14orf80,NULL,ENSG00000185347,12658,20127,0,
2330,1653,SysID_1869,2p24.3,1,DDX1,"DEAD-box helicase 1","DBP-RB, UKVH5d",601257,ENSG00000079785,03158,2734,1,
2331,9559,SysID_1870,10q22.1,1,VPS26A,"VPS26, retromer complex component A","HB58, Hbeta58, PEP8A, VPS26",605506,ENSG00000122958,08385,12711,0,
2332,84133,SysID_1871,22q12.1,1,ZNRF3,"zinc and ring finger 3","BK747E2.3, RNF203",612062,ENSG00000183579,NULL,18126,0,
2333,1131,SysID_1872,1q43,1,CHRM3,"cholinergic receptor muscarinic 3","EGBRS, HM3, PBS",118494,ENSG00000133019,00329,1952,0,
2334,27257,SysID_1873,8p11.23,1,LSM1,"LSM1 homolog, mRNA degradation associated","CASM, YJL124C",607281,ENSG00000175324,06281,20472,0,
2335,3301,SysID_1874,9p21.1,1,DNAJA1,"DnaJ heat shock protein family (Hsp40) member A1","DJ-2, DjA1, HDJ2, HSDJ, HSJ-2, HSJ2, HSPF4, NEDD7, hDJ-2",602837,ENSG00000086061,04159,5229,1,
2336,9223,SysID_1875,3p14.1,1,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1","AIP-3, AIP3, BAIAP1, BAP-1, BAP1, MAGI-1, MAGI-1b, Magi1d, TNRC19, WWP3",602625,ENSG00000151276,04020,946,0,
2337,407738,SysID_1876,3p14.1,1,TAFA1,"TAFA chemokine like family member 1","FAM19A1, TAFA-1",617495,ENSG00000183662,13294,21587,0,
2338,10891,SysID_1877,4p15.2,1,PPARGC1A,"PPARG coactivator 1 alpha","LEM6, PGC-1(alpha), PGC-1alpha, PGC-1v, PGC1, PGC1A, PPARGC1",604517,ENSG00000109819,05155,9237,0,
2339,54439,SysID_1878,5q32,1,RBM27,"RNA binding motif protein 27","ARRS1, Psc1, ZC3H18, ZC3H20",NULL,ENSG00000275740,NULL,29243,0,
2340,57578,SysID_1879,14q32.12,1,UNC79,"unc-79 homolog, NALCN channel complex subunit",KIAA1409,616884,ENSG00000133958,11143,19966,0,
2341,64062,SysID_1880,13q31.1,1,RBM26,"RNA binding motif protein 26","ARRS2, C13orf10, PPP1R132, PRO1777, SE70-2, ZC3H17",NULL,ENSG00000139746,12611,20327,0,
2342,57556,SysID_1881,5q23.1,1,SEMA6A,"semaphorin 6A","HT018, SEMA, SEMA6A1, SEMAQ, VIA",605885,ENSG00000092421,06906,10738,0,
2343,5586,SysID_1882,1p22.2,1,PKN2,"protein kinase N2","PAK2, PRK2, PRKCL2, PRO2042, Pak-2, STK7",602549,ENSG00000065243,03972,9406,0,
2344,9515,SysID_1883,3q13.33,1,STXBP5L,"syntaxin binding protein 5L",LLGL4,609381,ENSG00000145087,NULL,30757,0,
2345,57062,SysID_1884,14q32.12,1,DDX24,"DEAD-box helicase 24",-,606181,ENSG00000089737,05860,13266,0,
2346,10659,SysID_1885,10p14,1,CELF2,"CUGBP Elav-like family member 2","BRUNOL3, CELF-2, CUG-BP2, CUGBP2, ETR-3, ETR3, NAPOR",602538,ENSG00000048740,03964,2550,0,
2347,57118,SysID_1886,10p13,1,CAMK1D,"calcium/calmodulin dependent protein kinase ID","CKLiK, CaM-K1, CaMKID",607957,ENSG00000183049,06409,19341,0,
2348,4558,SysID_1887,NULL,3,MT-TF,"mitochondrially encoded tRNA phenylalanine",-,590070,NULL,NULL,7481,0,
2349,197257,SysID_1888,16q23.1,1,LDHD,"lactate dehydrogenase D","DLACD, DLD",607490,ENSG00000166816,06318,19708,0,
2350,27010,SysID_1889,7q35,1,TPK1,"thiamin pyrophosphokinase 1","HTPK1, PP20, THMD5",606370,ENSG00000196511,06967,17358,0,
2351,51098,SysID_1890,20q13.12,1,IFT52,"intraflagellar transport 52","C20orf9, CGI-53, NGD2, NGD5",617094,ENSG00000101052,12789,15901,0,
2352,2195,SysID_1891,4q35.2,1,FAT1,"FAT atypical cadherin 1","CDHF7, CDHR8, FAT, ME5, hFat1",600976,ENSG00000083857,02986,3595,0,
2353,9326,SysID_1892,17q12,1,ZNHIT3,"zinc finger HIT-type containing 3","Hit1, PEHO, TRIP3",604500,ENSG00000273611,05139,12309,0,
2354,51021,SysID_1894,10q22.2,1,MRPS16,"mitochondrial ribosomal protein S16","CGI-132, COXPD2, MRP-S16, RPMS16",609204,ENSG00000182180,14778,14048,0,
2355,7284,SysID_1895,16p11.2,1,TUFM,"Tu translation elongation factor, mitochondrial","COXPD4, EF-TuMT, EFTU, P43",602389,ENSG00000178952,03861,12420,1,
2356,57128,SysID_1896,6p25.1,1,LYRM4,"LYR motif containing 4","C6orf149, CGI-203, COXPD19, ISD11",613311,ENSG00000214113,12855,21365,0,
2357,498,SysID_1897,18q21.1,1,ATP5F1A,"ATP synthase F1 subunit alpha","ATP5A, ATP5A1, ATP5AL2, ATPM, COXPD22, HEL-S-123m, MC5DN4, MOM2, OMR, ORM, hATP1",164360,ENSG00000152234,01258,823,1,
2358,92935,SysID_1898,2q33.1,1,MARS2,"methionyl-tRNA synthetase 2, mitochondrial","COXPD25, MetRS, mtMetRS",609728,ENSG00000247626,14363,25133,0,
2359,57570,SysID_1899,14q23.1,1,TRMT5,"tRNA methyltransferase 5","COXPD26, KIAA1393, TRM5",611023,ENSG00000126814,17213,23141,0,
2360,25828,SysID_1900,22q12.3,1,TXN2,"thioredoxin 2","COXPD29, MT-TRX, MTRX, TRX2, TXN",609063,ENSG00000100348,07161,17772,0,
2361,51081,SysID_1901,17q25.1,1,MRPS7,"mitochondrial ribosomal protein S7","COXPD34, MRP-S, MRP-S7, RP-S7, RPMS7, S7mt, bMRP27a",611974,ENSG00000125445,17601,14499,0,
2362,51116,SysID_1902,9q34.3,1,MRPS2,"mitochondrial ribosomal protein S2","CGI-91, COXPD36, MRP-S2, S2mt",611971,ENSG00000122140,14783,14495,0,
2363,63931,SysID_1903,1q25.1,1,MRPS14,"mitochondrial ribosomal protein S14","COXPD38, DJ262D12.2, HSMRPS14, MRP-S14, S14mt",611978,ENSG00000120333,14777,14049,0,
2364,10464,SysID_1904,13q21.33-q22.1,1,PIBF1,"progesterone immunomodulatory binding factor 1","C13orf24, CEP90, JBTS33, PIBF",607532,ENSG00000083535,06337,23352,0,
2365,27077,SysID_1905,17p11.2,1,B9D1,"B9 domain containing 1","B9, EPPB9, JBTS27, MKS9, MKSR-1, MKSR1",614144,ENSG00000108641,16866,24123,0,
2366,51319,SysID_1906,3q25.32,1,RSRC1,"arginine and serine rich coiled-coil 1","BM-011, MRT70, SFRS21, SRrp53",613352,ENSG00000174891,18006,24152,0,
2367,8665,SysID_1907,11p15.4,1,EIF3F,"eukaryotic translation initiation factor 3 subunit F","EIF3S5, MRT67, eIF3-p47",603914,ENSG00000175390,04887,3275,0,
2368,84340,SysID_1908,5q13.3,1,GFM2,"GTP dependent ribosome recycling factor mitochondrial 2","EF-G2mt, EFG2, MRRF2, MST027, MSTP027, RRF, RRF2, RRF2mt, hEFG2, mEF-G 2",606544,ENSG00000164347,09413,29682,0,
2369,7545,SysID_1909,3q24,1,ZIC1,"Zic family member 1","BAIDCS, CRS6, ZIC, ZNF201",600470,ENSG00000152977,02718,12872,0,
2370,26276,SysID_1910,15q26.1,1,VPS33B,"VPS33B late endosome and lysosome associated",-,608552,ENSG00000184056,10541,12712,0,
2371,407975,SysID_1911,13q31.3,4,MIR17HG,"miR-17-92a-1 cluster host gene","C13orf25, FGLDS2, LINC00048, MIHG1, MIRH1, MIRHG1, NCRNA00048, miR-17-92",609415,ENSG00000215417,12617,23564,0,
2372,55644,SysID_1912,14q11.2,1,OSGEP,"O-sialoglycoprotein endopeptidase","GAMOS3, GCPL1, KAE1, OSGEP1, PRSMG1, TCS3",610107,ENSG00000092094,10133,18028,0,
2373,112858,SysID_1913,20q13.12,1,TP53RK,"TP53 regulating kinase","BUD32, C20orf64, GAMOS4, Nori-2, Nori-2p, PRPK, TPRKB, dJ101A2",608679,ENSG00000172315,12276,16197,0,
2374,51002,SysID_1914,2p13.1,1,TPRKB,"TP53RK binding protein","CGI-121, CGI121, GAMOS5",608680,ENSG00000144034,NULL,24259,0,
2375,55746,SysID_1915,1q42.13,1,NUP133,"nucleoporin 133","GAMOS8, NPHS18, hNUP133",607613,ENSG00000069248,06354,18016,0,
2376,6528,SysID_1916,19p13.11,1,SLC5A5,"solute carrier family 5 member 5","NIS, TDH1",601843,ENSG00000105641,03504,11040,0,
2377,405753,SysID_1917,15q21.1,1,DUOXA2,"dual oxidase maturation factor 2","SIMNIPHOM, TDH5",612772,ENSG00000140274,14224,32698,0,
2378,389434,SysID_1918,6q25.1,1,IYD,"iodotyrosine deiodinase","C6orf71, DEHAL1, IYD-1, TDH4",612025,ENSG00000009765,16668,21071,0,
2379,50506,SysID_1919,15q21.1,1,DUOX2,"dual oxidase 2","LNOX2, NOXEF2, P138-TOX, TDH6, THOX2",606759,ENSG00000140279,05997,13273,0,
2380,57096,SysID_1920,14q11.2,1,RPGRIP1,"RPGR interacting protein 1","CORD13, LCA6, RGI1, RGRIP, RPGRIP, RPGRIP1d",605446,ENSG00000092200,05673,13436,0,
2381,10982,SysID_1921,18q12.1-q12.2,1,MAPRE2,"microtubule associated protein RP/EB family member 2","CSCSC2, EB1, EB2, RP1",605789,ENSG00000166974,16157,6891,1,
2382,55788,SysID_1922,6q13,1,LMBRD1,"LMBR1 domain containing 1","C6orf209, LMBD1, MAHCF, NESI",612625,ENSG00000168216,12877,23038,0,
2383,8022,SysID_1923,9q34.3,1,LHX3,"LIM homeobox 3","CPHD3, LIM3, M2-LHX3",600577,ENSG00000107187,02783,6595,0,
2384,3481,SysID_1924,11p15.5,1,IGF2,"insulin like growth factor 2","C11orf43, GRDF, IGF-II, PP9974, SRS3",147470,ENSG00000167244,17410,5466,0,
2385,2317,SysID_1925,3p14.3,1,FLNB,"filamin B","ABP-278, ABP-280, AOI, FH1, FLN-B, FLN1L, LRS1, SCT, TABP, TAP",603381,ENSG00000136068,04543,3755,0,
2386,55215,SysID_1926,15q26.1,1,FANCI,"FA complementation group I",KIAA1794,611360,ENSG00000140525,13339,25568,0,
2387,168667,SysID_1927,7p14.3,1,BMPER,"BMP binding endothelial regulator","CRIM3, CV-2, CV2",608699,ENSG00000164619,16368,24154,0,
2388,23299,SysID_1928,9q22.31,1,BICD2,"BICD cargo adaptor 2","SMALED2, SMALED2A, SMALED2B, bA526D8.1",609797,ENSG00000185963,09826,17208,0,
2389,126792,SysID_1929,1p36.33,1,B3GALT6,"beta-1,3-galactosyltransferase 6","ALGAZ, EDSP2, EDSSPD2, SEMDJL1, beta3GalT6",615291,ENSG00000176022,12509,17978,0,
2390,60529,SysID_1930,11p11.2,1,ALX4,"ALX homeobox 4","CRS5, FND2",605420,ENSG00000052850,05661,450,0,
2391,10841,SysID_1931,21q22.3,1,FTCD,"formimidoyltransferase cyclodeaminase",LCHC1,606806,ENSG00000160282,08430,3974,0,
2392,5073,SysID_1932,16p13.12,1,PARN,"poly(A)-specific ribonuclease","DAN, DKCB6, PFBMFT4",604212,ENSG00000140694,07250,8609,0,
2393,3480,SysID_1933,15q26.3,1,IGF1R,"insulin like growth factor 1 receptor","CD221, IGFIR, IGFR, JTK13",147370,ENSG00000140443,00932,5465,0,
2394,169792,SysID_1934,9p24.2,1,GLIS3,"GLIS family zinc finger 3","NDH, ZNF515",610192,ENSG00000107249,13582,28510,0,
2395,9775,SysID_1935,17q25.3,1,EIF4A3,"eukaryotic translation initiation factor 4A3","DDX48, Fal1, MUK34, NMP265, NUK34, RCPS, eIF-4A-III, eIF4A-III, eIF4AIII",608546,ENSG00000141543,06482,18683,0,
2396,80347,SysID_1936,17q21.2,1,COASY,"Coenzyme A synthase","DPCK, NBIA6, NBP, PCH12, PPAT, UKR1, pOV-2",609855,ENSG00000068120,13080,29932,1,
2397,8086,SysID_1937,12q13.13,1,AAAS,"aladin WD repeat nucleoporin","AAA, AAASb, ADRACALA, ADRACALIN, ALADIN, GL003",605378,ENSG00000094914,05646,13666,0,
2398,6603,SysID_1938,17q23.3,1,SMARCD2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","BAF60B, CRACD2, PRO2451, Rsc6p, SGD2",601736,ENSG00000108604,03439,11107,0,
2399,1181,SysID_1939,3q27.1,1,CLCN2,"chloride voltage-gated channel 2","CIC-2, CLC2, ECA2, ECA3, EGI11, EGI3, EGMA, EJM6, EJM8, HALD2, LKPAT, clC-2",600570,ENSG00000114859,02782,2020,0,
2400,54954,SysID_1940,Xp11.22,1,FAM120C,"family with sequence similarity 120C","CXorf17, ORF34",300741,ENSG00000184083,06480,16949,0,
2401,2879,SysID_1941,19p13.3,1,GPX4,"glutathione peroxidase 4","GPx-4, GSHPx-4, MCSP, PHGPx, SMDS, snGPx, snPHGPx",138322,ENSG00000167468,11819,4556,1,
2402,8518,SysID_1942,9q31.3,1,ELP1,"elongator acetyltransferase complex subunit 1","DYS, FD, IKAP, IKBKAP, IKI3, TOT1",603722,ENSG00000070061,04763,5959,0,
2404,10413,SysID_1944,11q22.1,1,YAP1,"Yes1 associated transcriptional regulator","COB1, YAP, YAP2, YAP65, YKI",606608,ENSG00000137693,09424,16262,0,
2405,2627,SysID_1945,18q11.2,1,GATA6,"GATA binding protein 6",-,601656,ENSG00000141448,09043,4174,0,
2406,22884,SysID_1946,10p15.3,1,WDR37,"WD repeat domain 37",NOCGUS,618586,ENSG00000047056,15668,31406,1,
2407,64682,SysID_1947,2q13,1,ANAPC1,"anaphase promoting complex subunit 1","APC1, MCPR, TSG24",608473,ENSG00000153107,09769,19988,0,
2408,8449,SysID_1948,6p21.33,1,DHX16,"DEAH-box helicase 16","DBP2, DDX16, NMOAS, PRO2014, PRP8, PRPF2, Prp2",603405,ENSG00000204560,04555,2739,0,
2409,79039,SysID_1949,12q24.13,1,DDX54,"DEAD-box helicase 54",DP97,611665,ENSG00000123064,13129,20084,0,
2410,9704,SysID_1950,19q13.32,1,DHX34,"DExH-box helicase 34","DDX34, HRH1",615475,ENSG00000134815,13144,16719,0,
2411,51202,SysID_1951,12p13.1,1,DDX47,"DEAD-box helicase 47","E4-DBP, HQ0256, MSTP162, RRP3",615428,ENSG00000213782,10863,18682,0,
2412,79132,SysID_1952,17q21.2,1,DHX58,"DExH-box helicase 58","D11LGP2, D11lgp2e, LGP2, RLR-3",608588,ENSG00000108771,13115,29517,0,
2413,9488,SysID_1953,15q21.3,1,PIGB,"phosphatidylinositol glycan anchor biosynthesis class B","DEE80, EIEE80, GPI-MT-III, PIG-B",604122,ENSG00000069943,04988,8959,0,
2414,1186,SysID_1954,16p13.3,1,CLCN7,"chloride voltage-gated channel 7","CLC-7, CLC7, HOD, OPTA2, OPTB4, PPP1R63",602727,ENSG00000103249,04103,2025,0,
2415,3782,SysID_1955,1q21.3,1,KCNN3,"potassium calcium-activated channel subfamily N member 3","KCa2.3, SK3, SKCA3, ZLS3, hSK3",602983,ENSG00000143603,04283,6292,0,
2416,22800,SysID_1956,11p15.2,1,RRAS2,"RAS related 2","NS12, TC21",600098,ENSG00000133818,02518,17271,0,
